ID - Ahrens,SHA stream code,Ahrens Sub-Area,0,River,Revised based on Region input 2013 - Runtiming,Stock assessment,Assessment details,Ron 2013 - productivity,Ron's comments 2013,Watershed Map Code - AHRENS,WSC from SHA,New WSC from SHA,WB_ID from SHA,Stream Order,MPM Comments 2013,Wild Stock Trend,Wild Stock Status,Classification 2005,Classification status 2013,Recent Escapements 1,Smolt Capacity 2,Anandromous Length (km),Bank Full Width (m),Bank Full Depth (m),Bank Full Discharge (m3/s),Mean River Gradient (%),Watershed Area (km2),Mean Watershed Elevation (m),Proportion Wetland,Proportion Alpine,Productivity,Productivity Type,Habitat Comments,Habitat Restoration To Date,Special Habitat Protection Requirements,Steelhead Objectives and Strategies,Notes,Angling Regulations,
90,022,West Vancouver Island,1,Coleman Creek,Winter,,,,,930124200,930-1242-000-000-000-000-000-000-000-000-000-000,930-124200-00000-00000-0000-0000-000-000-000-000-000-000,317614,4,,In Decline,Conservation Concern,Wild,wild,<100 WR,1054,7.75432,17.61472,1.09491,60.50286,17,88.57,499.6621,0.00068,0,Low,Natural,Ongoing logging in watershed as well as water supply for Franklin River camp.  Log dump located in estuary; sewage treatment problem from a logging camp which was closed in 1985.,, Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches.,Recover wild stocks and maintain small catch and release wild fishery over fishable length. Update the previous assessments to identify steelhead production and constraints  - a better estimate of current steelhead run size and habitat capacities is required.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
,023,,1,Colonial Creek,,,,,,,930-8471-018-000-000-000-000-000-000-000-000-000,930-847100-01800-00000-0000-0000-000-000-000-000-000-000,324389,,,,,,,,,,,,,,,,,,,,,,,,,,
91,024,West Vancouver Island,1,Conuma River,Winter,yes -  historic,"DFO hatchery site, limited EF, water quality data, remote","access a challenge, remote",,930538500,930-5385-000-000-000-000-000-000-000-000-000-000,930-538500-00000-00000-0000-0000-000-000-000-000-000-000,322008,5,,In Decline,Conservation Concern,Augmented,wild,50-100 WR,2264,12.4669,31.62227,1.47319,137.9673,13,124.02,639.4987,0.00094,0.10998,Low 16.8 mg/l Alk,Natural,Described as having poor rearing habitat and a low gradient with infrequent pools and gravel substrate. Habitat above the barrier at 6.5 km is quite similar. Norgate Cr. as well as 3 other tributaries provide some additional habitat.,, Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches.,Maintain a fishery over fishable length through conserving/rebuilding the wild stock and augmentation (winter steelhead smolts and fry raised by Conuma Hatchery).,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
,164,,1,Cottonwood Creek,,,,"tributary to Cowichan, historically a capture location for sthd, early component of run - possibly extinct (overlaps with chum fishery",,,920-2577-788-000-000-000-000-000-000-000-000-000,920-257700-78800-00000-0000-0000-000-000-000-000-000-000,306658,,,,,,,,,,,,,,,,,,,,,,,,,,
93,025,West Vancouver Island,1,Cous Creek,Winter/Summer,,,,,930143000,930-1430-000-000-000-000-000-000-000-000-000-000,930-143000-00000-00000-0000-0000-000-000-000-000-000-000,318404,3,Mostly SR,In Decline,Extreme Conservation Concern,Wild,wild,"<100 SR, <25  WR",1254,14.22963,16.27584,1.05443,54.49129,13,76.03,502,0,0,Low,Natural,Cous mainstem contains large substrate with 2-3% gradient and frequent deep pools. Tributaries have been extensively logged and provide little habitat.,, Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks and maintain small catch and release wild fishery over fishable length while continuing to monitor returns in adjacent watersheds.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
28,026,East Vancouver Island,1,Cowichan River,Winter,"yes - ongoing, regular","fry assessments with a sampling design, fixed station design ongoing annually probably going back >15 yrs; potential to link SHA to juvenile density data",,,920257700,920-2577-000-000-000-000-000-000-000-000-000-000,920-257700-00000-00000-0000-0000-000-000-000-000-000-000,306332,5,,Relatively Stable at Moderate Abundance,Extreme Conservation Concern,Augmented,wild,500-800,9892,82.56201,60.49909,2.15273,395.6922,7,1227.04,432.5047,0.00437,0.00037,Very High,Natural,"Sediment problems - active slides, logging damage, periodic low summer flows, high temperatures and BOD impacts on lower river. Floodplain at Duncan and Lake Cowichan communities subject to flooding - major encroachment on flood plain - stream channelization impacts mainly chum salmon and rearing areas for other salmonids. Degraded  habitat in tributaries above Cowichan Lake. Biomass 800-1000g/Unit at estimated steelhead carrying capacity.",Seven DFO side channels constructed primarily for chum and coho salmon. Rule Curve for Norske Canada operation of the Lake Cowichan weir provides for improved conservation flows. ,Provide adequate protection from urban expansion - especially on the flood plain.  Ensure good logging practices on private land.  Ensure flood protection works and other developments do not impact the lower river and estuary.  Avoid more flow diversions unless storage is provided.,Increase wild stocks and maintain catch and release fishery over 25-km of fishable water.  Review habitat productivity and current stock abundance in Cowichan Lake tributaries. Investigate potential stream restoration in areas of suitable gradients for steelhead.  Work with DFO to minimize any impact on steelhead from early winter commercial chum fisheries.,Largely private forest lands. Vancouver Island Trout Hatchery at Duncan raises Cowichan steelhead on groundwater. Community hatchery involved in salmon production.   ,Steelhead Fishery - Catch and release of wild fish and hatchery retention with daily/annual quotas.,
,027,,1,Cowie Creek,,,,,"small, short, barely sthd bearing",,920-5241-000-000-000-000-000-000-000-000-000-000,920-524100-00000-00000-0000-0000-000-000-000-000-000-000,307548,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,,1,Craigflower Creek,,yes - juvenile and adult fence data - not STHD,,,NOT A STEELHEAD BEARING SYSTEM,,920-0772-000-000-000-000-000-000-000-000-000-000,920-077200-00000-00000-0000-0000-000-000-000-000-000-000,306196,,,,,,,,,,,,,,,,,,,,,,,,,,
94,029,West Vancouver Island,1,Cypre River,Winter,"yes - juvenile and adult, sporadic","density data (FRBC), snorkel for adults",,"large west coast river near Tofino, nuked watershed",930368500,930-3685-000-000-000-000-000-000-000-000-000-000,930-368500-00000-00000-0000-0000-000-000-000-000-000-000,319679,3,,In Decline,Conservation Concern,Wild,wild,50-100 WR,1292,14.52619,18.94933,1.1342,66.72708,13,59.5,452,0.00117,0.02319,mod 34.1 mg/l Alk,Natural,40% of the watershed has been logged in the last 20 years. Substantial alteration in LWD charictaristics. Has been heavily logged to stream banks up to 10 km from mouth. Mid watershed appears to have good spawning habitat while the entire anadromous length has a moderate gradient with few barriers.,Four LWD sites were constructed on the mainstem and another 19 in a major tributary during the summer of 2001. Monitoring of the structures in 2002 found most or all to be functioning as designed. Only 7.4 km of road has been deactevated since 1996/97.   Further opportunity exists for more LWD and sidechannel/alcove habitat enhancement largely targeted for coho but cost has become an issue in inplementing level two perscriptions.,Riparian vegetation has been identified as the most pressing habitat need as 100% of the valley has been logged at one time or another.  Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks and maintain small catch and release wild fishery over fishable length while continuing to monitor returns in adjacent watersheds.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
,030,,1,Davie River,,yes - limited,limited snorkel and juvenile data,,"tributary to Nimpkish, probably one of the more important tribs",,920-8259-610-000-000-000-000-000-000-000-000-000,920-825900-61000-00000-0000-0000-000-000-000-000-000-000,313409,,,,,,,,,,,,,,,,,,,,,,,,,,
,031,,1,De Mamiel Creek,,yes,limited smolt and juvenile stock assessment ,,"small, barely qualifies as sthd stream, trib to Sooke",,930-0221-028-000-000-000-000-000-000-000-000-000,930-022100-02800-00000-0000-0000-000-000-000-000-000-000,315691,,,,,,,,,,,,,,,,,,,,,,,,,,
,032,,1,Denad Creek,,,,,,,930-9471-000-000-000-000-000-000-000-000-000-000,930-947100-00000-00000-0000-0000-000-000-000-000-000-000,325713,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,,1,Draw Creek,,,,,,,930-2338-941-000-000-000-000-000-000-000-000-000,930-233800-94100-00000-0000-0000-000-000-000-000-000-000,318957,,,,,,,,,,,,,,,,,,,,,,,,,,
,485,,1,Drinkwater Creek,,,,,small trib to Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,West Vancouver Island,1,East Creek,Winter,,,,,930782400,,,,3,,,Conservation Concern,Wild,wild,,1519,6.22165,24.2717,1.28267,93.9093,14,49.92,393,0,0,,,,,,,,,
95,033,West Vancouver Island,1,Effingham River,Winter,yes - limited,,,trib to Barkley Sound,930196400,930-1964-000-000-000-000-000-000-000-000-000-000,930-196400-00000-00000-0000-0000-000-000-000-000-000-000,318725,3,,In Decline,Conservation Concern,Wild,wild,25-50 WR,866,10.67439,15.41548,1.02777,50.75008,15,60.51,624,0.00037,0.14311,Low 20 mg/l Alk,Natural,High parr abundance in upper canyon swim. Tributaries have < 200 m of usable habitat and steep gradients. Much of the valley has been heavily impacted by logging with heavy beadload aggregations above the canyon. Bank instability and channel widening also appear to be effects of heavy industrial activity.,,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks and maintain small catch and release wild fishery over fishable length while continuing to monitor returns in adjacent watersheds.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
,488,,1,Elk River,,,,,trib to U. Campbell? Above anadromous barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,034,East Vancouver Island,1,Englishman River,Winter,yes - ongoing juvenile density and adult counts,"snorkel surveys, mark resight and telemetry, juvenile data for ~15 yrs; peak adult counts (fish/km) relationship with fry densities is linear",,,920462800,920-4628-000-000-000-000-000-000-000-000-000-000,920-462800-00000-00000-0000-0000-000-000-000-000-000-000,307267,4,,Relatively Stable at a Low Level,Extreme  Conservation Concern,Wild,wild,100-200,3494,28.30966,33.31518,1.51545,149.2426,9,321.75,561.3148,0.00352,0.01171,Moderate,Natural,Extensive channel widening and chronic sedimentation related to past private land logging; reduced rearing habitat complexity aggravated by low summer flows; subject to winter rain-on-snow events that increase fish mortality; urbanization of lower/middle reaches (including tributaries) an increasing concern. Phosphorous limited.  Baseflow alkalinity 31 mg/L and predicted capacity per steelhead size class is 202 g/Unit.,"Two semi-natural side channels have been constructed by DFO. These are highly complexed with large woody debris but likely have low steelhead production. The Weyerhaeuser Canada Ltd. Channel is on the south side of the river above the Allsbrook canyon and the TimberWest Forest Ltd. Channel is on the north side, downstream of the Morison Creek confluence. ","Reduce sedimentation from land development in Morison Creek watershed (a major tributary) and improve public awareness of habitat stewardship needs.  Ensure private land logging practices meet or exceed standards required by provincial regulations.  Arrest sediment loading from headwaters anderoding streambanks.  Existing suitable parr habitat in boulder-cascades are highly embedded with sand and small gravel.  Restrict further water licenses unless supported by off-channel storage.  Develop operational ""rule curve"" for the new Arrowsmith Lake dam/reservoir that will provide flow augmentation between the dam and regional district's water intake in Parksville.","Recover wild stocks to an estimated 400-500 adult returns capable of supporting a catch and release fishery for approximately 2,100 angler days per year over 15 km fishable water.  Make the Englishman a steelhead index stream as part of the PSEF watershed initiative.","Pacific Salmon Endowment Fund watershed - recovery plan completed that covers all salmonids. Steelhead hatchery program discontinued after operation for about 15 years. Could evaluate organic nutrient enrichment potential, but the regional district's water intake is within Parksville city limits and below the areas where nutrients would need to be added.",Steelhead Seasonal Closure,
96,147,West Vancouver Island,1,Escalante River,winter only,yes - limited related to forestry,FRBC related chemistry and channel condition,,nuked westcoast river north of Tofino,930480800,930-4808-000-000-000-000-000-000-000-000-000-000,930-480800-00000-00000-0000-0000-000-000-000-000-000-000,320521,4,,In Decline,Conservation Concern,Wild,wild,"<50 SR, 50-100 WR",1677,7.35465,26.31601,1.33702,105.3834,9,79.03,397.4578,0.00719,0,Low,Natural,Mainstem heavily impacted by logging with braided channels and unstable log jams as well as bank erosion and sedimentation. Six tributaries provide rearing and spawning habitat in lower areas. Habitat described as excellent for cutthroat and steelhead pre logging in 1978.,A 1994 survey found 28 sediment sources related to logging as well as evidence of the stream being overloaded with fines and gravel as a result. A WRP proposal was written in 1995 and outlined a four year plan for complete rehabitliation including vegetation and LWD as well as a asessment of fish and wildlife.  No restoration has been done to date.,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
